Unnamed: 0,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Con cámara de retroceso,Kilómetros,Título,Precio,Moneda,Descripción,Tipo de vendedor
1423,Jeep,Compass,2020.0,2.4 Sport At,Gris,Nafta,5.0,Automática,2.4,SUV,,79999.0,Jeep Compass 2.4 Sport At,28700000.0,$,Excelente estado Cubiertas nuevas,particular
15129,Ford,Ecosport,2020.0,1.5 Titanium 123cv 4x2 Manual ar,Rojo,Nafta,5.0,Automática,1.5,SUV,Sí,59800.0,Ford Ecosport 1.5 Titanium 123cv 4x2 Manual ar,24999900.0,$,"AUTOTAG S.A. Concesionario Oficial N°1 Volkswagen* CONCESIONARIO LIDER EN VENTAS A NIVEL NACIONAL !!! EXPERIENCIA 5 ESTRELLAS- LA CALIFICACION MAS OTORGADA POR VOLKSWAGEN ARGENTINA.* MEJOR PRECIO DE CONTADO DEL MERCADO (mejoramos presupuestos oficiales de competencia)* TOMAMOS EL USADO AL MEJOR PRECIO.* FINANCIACION EN CUOTAS FIJAS EN PESOS SOLO CON DNI / TASA PREFERENCIAL (Cupos Limitados).* AMPLIO STOCK DISPONIBLE / ENTREGA INMEDIATA / VENTAS A TODO EL PAIS.Tu consulta no molesta, NO dudes en consultarnos por el modelo de interes.Unico Centro Habilitado para Creditos UVAS (Consulta por la entidad financiera de interes).Ventas para Clientes Flotistas / Grandes Empresas / otros.",tienda
3743,Citroën,C3 Aircross,2025.0,1.0 Shine Turbo 200 Cvt 7As,Rojo,Nafta,5.0,Automática,1.0,SUV,,0.0,Citroën C3 Aircross 1.0 Shine Turbo 200 Cvt 7As,30520000.0,$,"•**DARC CITROEN**•••• ENTREGA INMEDIATA! •••-FINANCIACIÓN A TASA EXCLUSIVA-PAGAMOS MEJOR TU AUTO-RETÍRALO CON MÍNIMO ANTICIPO Y SALDO EN CUOTAS, SOLO CON TU DNI-MEJORAMOS CUALQUIER PRESUPUESTO-TALLERES PROPIO EN SUCURSAL-ESTACIONAMIENTO EXCLUSIVO PARA CLIENTES-TEST DRIVE DISPONIBLE-FORMA DE PAGO A CONVENIR SEGÚN TIPO DE VENTA-ATENDEMOS VENTA A EMPRESAS-VENTA DISCAPACITADOS DIPLOMÁTICOS-LO VISITAMOS EN SU DOMICILIO O EMPRESA• Concesionario Oficial D'arc Citroen •*** imágenes no contractuales ***",tienda
1266,Nissan,Kicks,2018.0,1.6 Exclusive Cvt,Gris,Nafta,5.0,Automática,1.6,SUV,,105000.0,Nissan Kicks 1.6 Exclusive Cvt,17200.0,US$,Impecable titular todo al día se muestra por tigre tiene todos service oficiales hasta los 90000km nada para hacerle se vende transferida sin excepción!!!!!!!soy particular no respondo agencias y revendedores no bajo el precio!!!!,particular
14503,Renault,Duster,2025.0,1.6 Hr16 Intens 115Cv,Gris,Nafta,5.0,Manual,1.6,SUV,Sí,0.0,Renault Duster 1.6 Hr16 Intens 115Cv,24552008.0,$,"Concesionario Oficial Renault DIAZ S.A – Sucursal Belgrano-Stock disponible – Entrega inmediata-Financiación sin interés – Cuotas a medida-Tomamos tu usado – Sistema llave por llave*Precio publicado para anticipo y cuotas*Beneficios exclusivos:-Solo con DNI, a sola firma.-Aprobación inmediata.-Cuotas en pesos, sin interés y tasa fija.-Posibilidad de cambiar de modelo sin afectar anticipo ni cuotas.-Test Drive disponible bajo solicitud.Ubicación y Atención:Estamos en Av. Cabildo 3636, CABA – Estacionamiento exclusivo para clientes.Lunes a sábados de 9 a 19 hs.Consultas sin compromiso – Contacta con nosotros al 11 2301-7479Asesor : Tiago Federico",tienda
9477,Volkswagen,T-Cross,2025.0,1.0 170 Tsi Mt,Gris,Nafta,5.0,Manual,1.0,SUV,,0.0,Volkswagen T-Cross 1.0 170 Tsi Mt,11300000.0,$,"¡Retira tu Volkswagen T-Cross en Maynar A.G.!-Financiacion 70/30-Tasa 0% y cuotas en pesos sin interés. ¡Aprovecha la financiación directa de fábrica!-Anticipo desde 11 millones o tu usado como parte de pago.-Entregas programadas y asesoría personalizada para adaptar el plan de pagos a tus necesidades.-Financiación sin bancos ni financieras de por medio.-Descuentos exclusivos en todas las unidades y equipamiento adicional.-Operación 100% online, venta a todo el país, ¡te gestionamos todo y solo venis a retirar tu 0Km!Visítanos en CABA, o contactanos por WhatsApp para más información.¡No te pierdas las últimas unidades con adjudicación directa! ¡Llévatela ya!Asesora comercial Natalia Kleiva",tienda
12056,Peugeot,2008,2018.0,1.6 Allure,Gris,Nafta,5.0,Manual,1.6,SUV,,69000.0,Peugeot 2008 1.6 Allure,15700.0,US$,"¡Unidad en stock! | AUTOBILIARIA* Tomamos tu usado en parte de pago* Contado* Financiación* Servicio de gestoría¡Consultanos todas tus dudas, estamos para asesorarte!18 años de experiencia en el mercado!Instagram @autobiliaria| El valor es de la unidad, no incluye transferencia.",concesionaria
13451,Renault,Duster,2013.0,2.0 4x2 Luxe 138cv,Gris,Nafta/GNC,5.0,Manual,2.0,SUV,,290000.0,Renault Duster 2.0 4x2 Luxe 138cv,13000000.0,$,El vendedor no incluyó una descripción del producto,particular
10495,Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,SUV,No,25000.0,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,24800000.0,$,CITROEN C4 CACTUS VTI FEEL PK PLUS  AT 6 MOD 2022 KM  25000Recibimos tu Vehículo….Créditos Prendarios Cuotas/fijas/EN PESOSCONTACTOShttps://api.whatsapp.com/send?phone=543564520688https://api.whatsapp.com/send?phone=543564204912Agencia Titular: Cervantes 3879Sucursal : Av. Rosario de Santa Fe 2471San Francisco - Córdoba,concesionaria
1780,Toyota,Corolla Cross,2025.0,1.8 Hev Seg Ecvt,Gris,Híbrido/Nafta,5.0,Automática,1.8,SUV,,0.0,Toyota Corolla Cross 1.8 Hev Seg Ecvt,47951000.0,$,"KANSAI - Concesionario Oficial Toyota Nº1 en Ventas en Argentina por 25 Años Consecutivos.LA MEJOR POSVENTA DEL PAÍS.CONSULTAR DISPONIBILIDAD, NUESTROS ASESORES ESTÁN A SU DISPOSICIÓN PARABRINDARLE ATENCIÓN PERSONALIZADA EN BASE A SU CONSULTA.¡EXCELENTES CONDICIONES POR COMPRA AL CONTADO!Tomamos tu USADO al mejor precio del mercado. ¡COMPROBALO!Además, tenemos las mejores opciones de financiación para adquirir tu 0km:ANTICIPOS DESDE 30%.HASTA 72 CUOTAS FIJAS EN PESOS.LEASING PARA EMPRESAS Y RESPONSABLES INSCRIPTOS.PLANES DE AHORRO.PLANES ADJUDICADOS – CARTERA PROPIA.RESPONSABLE FREDDY JEREZ",tienda
670,Audi,Q7,2018.0,3.0 Tfsi 333cv Tiptronic Quattro,Gris,Nafta,5.0,Automática,3.0,SUV,,69000.0,Audi Q7 3.0 Tfsi 333cv Tiptronic Quattro,69000.0,US$,AÑO 2018 PATENTADA Y RODADA 2020 Service oficiales Cubiertas Michelin en buen estado.Softclose Llantas 20’Posible permuta de mi interésEscucho ofertas de contado,particular
14951,Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,SUV,,30000.0,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,22300000.0,$,"UNICO DUEÑO , EXCELENTE ESTADO, TOMAMOS TU USADO, tiene 30000 km , tapizados impecables . como nuevo !!!",concesionaria
15301,Ford,Ecosport,2018.0,1.5 Freestyle 123cv 4x2,Gris,Nafta,5.0,Manual,1.5,SUV,Sí,77000.0,Ford Ecosport 1.5 Freestyle 123cv 4x2,20700000.0,$,"FORD ECOSPORT 1.5L NAFTA MANUAL FREESTYLE año 2018 gris plata. con 77.000Km. RTO VIGENTE. Única mano. PROMOCION $ 20.700.000.- Pintura sin detalles, toda original de fábrica. Tapizados de TELA e interiores sanos y limpios. Neumáticos MICHELIN 205 / 60 R16 muy buenos.¡Únicamente conducida por su titular Sr. Guillermo, persona absolutamente cuidadosa y lo conocemos de toda la vida! Siempre atendida en servicio especializado Ford. Clásica Ecosport de ciudad pequeña, uso bien citadino. Aprovéchala! ¡Tiene una CALIDAD UNICA! Con un equipamiento de confort y seguridad muy elevado…Motor Nafta 3 cilindros 1.5 de 123 CV. Caja manual de 5 marchas.Espejos exteriores eléctricos. Gancho de remolque delantero y traseroLuz de circulación diurna LED. Manija de portón trasero cromada.Tuerca de seguridad en rueda de auxilio. Tapizado de tela.6 Parlantes. Aire acondicionado manual.Asiento trasero 60/40 plegable y rebatible.Butaca del conductor con ajuste manual en altura.Cierre automático de puertas a 20 km/h. Cierre centralizado de puertas.Cierre/Apertura global remoto de puertas.Columna de dirección regulable en altura y profundidadComputadora de a bordo.Consola Central con apoyabrazos y posavasos. Consola superior portalentes.Levantacristales delanteros y traseros eléctricos con sistema “One Touch”. Luz de cortesía. Luz en baúl. Radio (AM / FM) con conectividad USB y Bluetooth. Sistema “Follow me home”. Soporte para matafuegos.Dirección asistida eléctrica (EPAS). Sistema My Key.Puerto USB (2) y entrada auxiliar. Sistema de audio con control de audio y teléfono en volante.Airbag frontal para el conductor y acompañante.Alarma de luces encendidas y aviso de puertas abiertas.Alarma volumétrica y perimetral.Apoyacabezas regulables en altura (5)Aviso de cinturón de seguridad desconectado conductor y acompañante.Cinturón de seguridad conductor y acompañante con pretensorCinturones de seguridad delanteros inerciales de 3 puntos con regulación.Cinturones de seguridad traseros inerciales de 3 puntos (3).Control de estabilidad electrónico (ESC). Control de Tracción.Frenos a disco delanteros. Frenos a tambor traseros. Frenos ABS en las 4 ruedas.Sistema de activación de balizas y desbloqueo de puertas post-colisión. Sistema de anclaje ISOFIX en asientos traseros.Sistema de asistencia al arranque en pendiente (HLA)Sistema de asistencia al frenado de emergencia (EBA)Sistema inmovilizador de motor. Tercera luz de stopTraba de puertas para niños en puertas traseras. La versión FEESTYLE agregaEspejo, manijas, grilla frontal color Accent. Llantas de aleación de 16. Palanca de cambios y volante forrados en cuero. Butaca del conductor con ajuste lumbar. Sensores de estacionamiento traseros. Piso del baúl regulable en altura. Sync 3 con pantalla multi-táctil de 8 y control por voz.Tablero de instrumentos con pantalla TFT color de 4,2.7 parlantes. Climatizador automático. Control de velocidad crucero.Operación de contado. Transferencia inmediata cargo comprador.Financia Santander, Superville, Columbia o Macro, importe máximo a financiar $ 15.000.000.-, hasta 48 cuotas mensuales, TASA FIJA y en PESOS. Opcion TNA 15.9% uvas. Acércate, conducilo y llévalo , concesionario oficial DFM, JMC Camiones, SHINERAY Utilitarios. Repuestos originales. Servicio técnico especializado.¡Aprovéchala! Unidad disponible. En la concesionaria, nos comprometemos a brindarte un servicio personalizado y atención de primera clase en cada paso del proceso de compra. Nuestro equipo de expertos estará encantado de asesorarte y ayudarte a encontrar el vehículo perfecto que se adapte a tus necesidades y estilo de vida.Atendemos de Lunes a Viernes 08:00hs a 19:00hs, Sábado 08:00hs a 12:00hs. Fin de semana los Sábados por la tarde y Domingos por la mañana, previa cita con el vendedor.Símil Renault Duster, Stepway, Oroch, VW T-Cross, Fiat Pulse, Strada, Chevrolet Tracker, Nissan Kicks, Honda HRV, Peugeot 2008, Citroën C3 Aircross",concesionaria
16207,Chevrolet,Tracker,2018.0,1.8 Ltz+ 140cv,Plateado,Nafta,5.0,Automática,1.8,SUV,,83300.0,Chevrolet Tracker 1.8 Ltz+ 140cv,17500.0,US$,"Se vende *IMPECABLE!!** año: 2018* 83.300 kilómetros* vtv vigente* El auto se encuentra realmente en muy buen estado y funcionamiento!* 2do juego de llave sin uso, manuales originales etc* Titular al día (no debe patentes ni infracciones)* Podría llegar a permutar por vehículo mas chico y en similares condiciones....",particular
8185,Toyota,Hilux SW4,2023.0,DIAMOND NO DUCATTI YAMAHA KAWASAKI KTM,Gris,Diésel,5.0,Automática,2.8,SUV,,19999.0,Toyota Sw4 Diamond No Ducati Yamaya Ktm Honda Kawasaki,58900.0,US$,TOYOTA HILUX  SW4 DIAMOND EN GARANTIA VENTA POR FALTA DE USO. INMACULADA IGUAL A 0Km AUTOMATICA 4x4 UNICO TITULAR 20.000 kmRECIBO PERMUTAS DE MI INTERES VEO TODO UNO O MAS BIENES MENOR O IGUAL VALOR autos motos camionetas embarcacionesLLEVO A DOMICILIO PREVIA SEÑAWhatsapp 362-4222952,particular
5335,Nissan,Kicks,2019.0,1.6 Advance Cvt,Plateado,Nafta,5.0,Automática,1.6,SUV,Sí,93000.0,Nissan Kicks 1.6 Advance Cvt,22500000.0,$,"Excelente estado. Dueño directo, documentacion lista para transferir.Opción pago en u$s 18.000. Revendedores abstenerse.EQUIPAMIENTOAire acondicionado, Dirección asistida, Alarma, Cierre centralizado, Levantavidrios eléctricos delanteros y traseros, Espejos eléctricos, Pantalla táctil multifunción, Acceso y arranque manos libres, Luces automáticas, Sensor de estacionamiento trasero con cámara, Comandos audio al volante, Computadora de abordo, Llantas de aleación 17"", Bluetooth, USB, AUX, Toma 12v, ESP, AIRBAG, ABS, ISOFIX, etc.",particular
6415,Honda,HR-V,2016.0,1.8 Lx 2wd Cvt,Blanco,Nafta,5.0,Automática,1.8,SUV,No,115000.0,Honda HR-V 1.8 Lx 2wd Cvt,21900000.0,$,HONDA 	HR-V LX CVT  MOD 2016 KM 115000Recibimos tu Vehículo….Créditos Prendarios Cuotas/fijas/EN PESOSCATÁLOGO/PRECIOSCONTACTOShttps://api.whatsapp.com/send?phone=543564520688https://api.whatsapp.com/send?phone=543564204912C Agencia Titular: Cervantes 3879Sucursal : Av. Rosario de Santa Fe 2471San Francisco - Córdoba,concesionaria
1541,Chery,Tiggo 4 Pro,2025.0,1.5 Comfort Cvt,Celeste,Nafta,5.0,Automática,1.5,SUV,,0.0,Chery Tiggo 4 Pro 1.5 Comfort Cvt,26000.0,US$,Chery Tiggo 4 Pro 1.5 Comfort Cvt0KMDISPONIBLE PARA VER,concesionaria
17485,Honda,CR-V,1999.0,2.0 4x4 Si At,Plateado,Nafta,5.0,Automática,2.0,SUV,,280000.0,Honda CR-V 2.0 4x4 Si At,9400.0,US$,Honda crv 4x4 automáticaGomas nuevasBujías nuevaAire acondicionadoTecho corredizo levanta vidrios eléctricosCardan nuevo Distribución con 6 mil kmLe funciona todoTiene mesa de camping originalSe le agrego AlarmaPolarizadosSensor de estacionamientoLed de los buenos Titular sin deudas se va transferida,particular
3022,Renault,Duster Oroch,2020.0,2.0 Dynamique,Blanco,Nafta,4.0,Manual,2.0,SUV,No,113000.0,Renault Duster Oroch 2.0 Dynamique,25100000.0,$,"Unidad en ENTREGA INMEDIATA.AÑO 2020.Marca: Renault Modelo: Duster Oroch 2.0 Dynamique 4x2Color: BlancoA continuación sus especificaciones:Motor 2.0 Nafta con 143cv y 193nm.Transmisión Manual de 6 VelocidadesStereo multimedia con conexión para Smartphones.Bluetooth para escuchar la música que mas quieras y para llamadas que le resulten mas cómodas y seguras para su manejo.Seguridad: Posee 4 AirBags, Cinturones inerciales para todos los ocupantes del vehículo, anclajes IsoFix.Posee un agregado de tapa rigida DURABOX, que garantiza la seguridad de las pertenencias en la caja de carga, denota sus kilómetros 100% reales y comprobables gracias al estado en general del vehículo, volante, pedalera, palanca de cambios, asientos, etc.¡TENEMOS FINANCIACIÓN!Trabajamos con prestamos personales del Banco Córdoba (BANCOR) o con créditos prendarios del Banco Supervielle. También incorporamos recientemente créditos a pymes Banco Nación (BNA CONECTA)Sobre nosotros:VEXMA AUTOMOVILES: Somos una concesionaria con mas de 20 Años que nos respaldan.Usados y 0km: Trabajamos con usados seleccionados bajo estrictos estándares de calidad.Formas de pago: Trabajamos con entidades financieras para que puedas elegir la financiación ideal para vos. Banco Supervielle (Prendarios) y BANCOR Banco Córdoba (Personales)Cuotas fijas y en pesos. Recibimos tu usado: Entrega tu usado en parte de pago siempre y cuando cumpla con nuestras condiciones.Respuesta inmediata a sus consultas:Respondemos al instante consultas y llamados.Podemos programar una video llamada para que pueda ver los vehículos sin la necesidad de trasladarse.Ubicación: Huerta Grande, Córdoba.VEXMA AUTOMOVILES",concesionaria
11008,Suzuki,Jimny,1999.0,1.3 Jlx 4x4,Verde,Nafta,3.0,Manual,1.3,SUV,,1111111.0,Suzuki Jimny 1.3 Jlx 4x4,11000.0,US$,El vendedor no incluyó una descripción del producto,particular
738,Chery,Tiggo 4 Pro,2023.0,1.5 Luxury Cvt,,Nafta,5.0,Automática,1.5,SUV,,0.0,Chery Tiggo 4 Pro 1.5 Luxury Cvt,39500.0,US$,"CHERY TIGGO 4 PRO TURBO Motor Naftero 1.5 , Año 2023, OKM SIN RODAR, Automatica con Levas al Volante, Climatizador,Linea Nueva, 5 puertas, Tablero Digital, Pantalla, Techo Vidrio, Llantas Rodado 18 Pulgadas, Navegador , GPS , la mas equipada en su modelo .Entrega Inmediata, Unidad Fisica en Salon, OKM 2023 , SIN RODAR Financiación Bancaria o Prendaria, Aprobacion en el momentoEscribania PropiaSeguro AutomotorTomamos permutaAtendemos :Lunes a Viernes de 10 a 21 hs Sábados de 10 a 18hsOnLine 24 hs",concesionaria
12291,Toyota,Hilux SW4,2016.0,2.8 Srx 177cv 4x4 7as At,Plateado,Diésel,5.0,Automática,2.8,SUV,,142000.0,Toyota Hilux SW4 2.8 Srx 177cv 4x4 7as At,39500.0,US$,"Titular service en concesionaria enganche, excelente estado interior exterior y cubiertas",particular
10844,Renault,Duster,2019.0,2.0 Ph2 4x4 Privilege 143cv,,Nafta,5.0,Manual,2.0,SUV,,69000.0,Renault Duster 2.0 Ph2 4x4 Privilege 143cv,20300.0,US$,Vehículo digno de ver en excelentes condiciones listo para tranferir .Si el vehículo está publicado es porq sigue disponible . ANGELES CARS .,concesionaria
